159,Singapore,0.9984846658516006
144,Qatar,0.9782419818361391
13,Bahrain,0.9714118671773395
68,Ghana,0.9704068800454343
188,United Arab Emirates,0.9675589569553624
154,Saudi Arabia,0.962515827061786
85,Israel,0.9605188101405501
191,Uzbekistan,0.958958088863778
36,Chile,0.9546388958345661
193,Venezuela,0.9467127665147467
131,Nigeria,0.9377797811489679
96,Kuwait,0.9308372256918152
80,India,0.9279496054370473
164,South Africa,0.9229183496475534
140,Peru,0.921110048758726
134,Oman,0.9196359476464453
135,Pakistan,0.9192409760356594
54,Egypt,0.9168840169989239
71,Guatemala,0.910915106707453
94,"Korea, South",0.9088816144465628
141,Philippines,0.9053656169246203
24,Brazil,0.9053029158641458
88,Japan,0.8916966201595307
37,China,0.8827296684439542
53,Ecuador,0.8818799050713957
90,Kazakhstan,0.8794446823606114
55,El Salvador,0.873556776146172
195,West Bank and Gaza,0.8654202147352832
83,Iraq,0.8601947319467258
97,Kyrgyzstan,0.8593225605966439
183,Turkey,0.8576246995192308
7,Argentina,0.8569644096204602
38,Colombia,0.8489729572530026
137,Panama,0.8471713068463291
16,Belarus,0.8462234533702677
81,Indonesia,0.8456007453617435
117,Mexico,0.8424413738552994
52,Dominican Republic,0.8294377378346844
0,Afghanistan,0.8263943069248411
122,Morocco,0.8177964663511399
33,Canada,0.8095951160513736
21,Bolivia,0.8074847193405484
14,Bangladesh,0.8059487276332562
9,Australia,0.8058255935817281
126,Nepal,0.8038496195434521
44,Croatia,0.7809176715117521
118,Moldova,0.775504832998373
82,Iran,0.7545898692996326
28,Burma,0.7496877025979981
66,Georgia,0.7445404556166536
146,Russia,0.7443400737313078
48,Denmark,0.7439970768374164
11,Azerbaijan,0.7420613722697056
